职位名称,公司名称,融资情况,教育程度,工作年限,薪资水平,员工人数,创建时间,职位网址
视频制作/视频编辑师（双休+高薪）,云界网络服务（深圳）有限公司,,大专,1-3年,8000-16000元/月,100-499人,,http://jobs.zhaopin.com/481201986250011.htm
图传工程师,坎德拉(深圳)科技创新有限公司,,本科,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/404464885250085.htm
自动化工程总监,深圳市德富莱智能科技股份有限公司,,本科,10年,20001-30000元/月,100-499人,,http://jobs.zhaopin.com/574880622250376.htm
测试总监,深圳市德富莱智能科技股份有限公司,,本科,10年,20001-30000元/月,100-499人,,http://jobs.zhaopin.com/574880622250377.htm
平面设计主管,深圳前海吉粮商业科技发展有限公司,,大专,1-3年,5500-6500元/月,20-99人,,http://jobs.zhaopin.com/CZ724303640J00013141605.htm
网站美工平面设计员,深圳昂冠帽业有限公司,,中专,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/442607911250040.htm
网站美工欧美潮品嘻哈帽饰,深圳昂冠帽业有限公司,,中专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/442607911250039.htm
骨科影像设备销售经理,北京东方惠尔图像技术有限公司,,大专,,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/121022543251022.htm
外贸专员/外贸业务员/外贸跟单/外贸助理,深圳市迈兴隆科技有限公司,,大专,,4001-6000元/月,20人,,http://jobs.zhaopin.com/269958186250032.htm
视觉开发工程师,青岛乾程控股集团有限公司,,本科,3-5年,8000-10000元/月,1000-9999人,,http://jobs.zhaopin.com/203593131250366.htm
急聘 高级软件架构师，C# 软件工程师,深圳百迈技术有限公司,,本科,5-10年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/310288582250027.htm
视觉工程师 U,深圳市策维科技有限公司,,本科,1-3年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/386322812250695.htm
助理设计师,深圳诚筑设计有限公司,,大专,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/388623980250012.htm
外贸专员/外贸业务员/外贸跟单/外贸助理/外贸销售,深圳市迈兴隆科技有限公司,,大专,,4001-6000元/月,20人,,http://jobs.zhaopin.com/269958186250025.htm
美工设计,广州帷幄信息科技有限公司,,不限,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/258169783250018.htm
急招《软件工程师》,深圳市爱多维摄影器材有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/297673482250056.htm
网页开发工程师(20万年薪) 工作地点：澳门,珠海澳腾商务咨询有限公司,,不限,,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/426236831250097.htm
平面设计/美工,深圳市阿卡索资讯股份有限公司,,大专,,5000-8000元/月,100-499人,,http://jobs.zhaopin.com/585435125250232.htm
电商美工,深圳市爱派赛科技有限公司,,大专,1年,5000-7000元/月,20-99人,,http://jobs.zhaopin.com/531206926250012.htm
C++软件工程师,深圳百迈技术有限公司,,本科,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/310288582250012.htm
首都机场航空乘务员、空姐招聘,北京中航联合航空服务有限公司,,大专,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/606078929250760.htm
字幕师,深圳宜和股份有限公司（深视宜和购物频道）,,大专,,3000-5000元/月,100-499人,,http://jobs.zhaopin.com/189282118250791.htm
产品应用经理（生物化学或细胞生物学背景）,新发现科技(中国)有限公司,,硕士,1-3年,5000-10000元/月,20人,,http://jobs.zhaopin.com/673927422250005.htm
视觉开发工程师,深圳元启智能技术有限公司,,本科,3-5年,8000-12000元/月,20-99人,,http://jobs.zhaopin.com/332882886250003.htm
电子产品美工,深圳市东宫顶视文化传播有限公司,,不限,,6001-8000元/月,20人,,http://jobs.zhaopin.com/306308530250036.htm
机器视觉软件工程师,深圳市泰科盛自动化系统有限公司,,本科,,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/663839420250003.htm
高级软件工程师,深圳市运泰利自动化设备有限公司,,大专,1-3年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/290693784250052.htm
首都机场航空安全员招聘,北京中航联合航空服务有限公司,,大专,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/606078929250755.htm
现场应用工程师（FAE,江苏思特威电子科技有限公司,,本科,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/443451510250052.htm
计算机视觉工程师（表情判断）,亚兴科技,,硕士,3-5年,18000-25000元/月,20-99人,,http://jobs.zhaopin.com/475618829250089.htm
5K起淘宝天猫饰品类目美工,深圳市婧琪发贸易有限公司,,不限,1-3年,5000-8000元/月,20人,,http://jobs.zhaopin.com/477421585250002.htm
应用工程师,深圳市豪恩科技集团股份有限公司,,大专,1年,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/354764110250540.htm
特效设计师,创新工厂科技有限公司,,不限,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/649636625250918.htm
计算机博士,珠海市运泰利自动化设备有限公司,,博士,,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/467125229250477.htm
电气经理,珠海市运泰利自动化设备有限公司,,本科,10年,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/467125229250521.htm
电气工程师,珠海市运泰利自动化设备有限公司,,本科,,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/467125229250447.htm
算法工程师特助,创新工厂科技有限公司,,不限,,5000-7000元/月,100-499人,,http://jobs.zhaopin.com/649636625251278.htm
视频技术开发工程师,深圳光汇石油集团股份有限公司,,不限,,6000-12000元/月,1000-9999人,,http://jobs.zhaopin.com/120534491253183.htm
油品主编,深圳光汇石油集团股份有限公司,,不限,,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/120534491253179.htm
机器视觉高级工程师,深圳市博纳世英科技有限公司,,大专,5-10年,10001-15000元/月,20人,,http://jobs.zhaopin.com/305532237250017.htm
投标员,深圳市澳建装饰有限公司,,大专,3-5年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/320342480250007.htm
设计师,深圳市澳建装饰有限公司,,大专,3-5年,5000-7000元/月,20-99人,,http://jobs.zhaopin.com/320342480250011.htm
人工智能应用产品经理,深圳市保千里电子有限公司,,本科,3-5年,15000-25000元/月,1000-9999人,,http://jobs.zhaopin.com/256478819251744.htm
平面设计师,深圳优汇天下品牌管理有限公司,,不限,,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/493596186250012.htm
高级软件工程师,深圳市雅美国际齿科技术有限公司,,不限,,15000-25000元/月,500-999人,,http://jobs.zhaopin.com/336820034250012.htm
高级算法工程师,深圳市雅美国际齿科技术有限公司,,不限,,20000-30000元/月,500-999人,,http://jobs.zhaopin.com/336820034250008.htm
测试工程师（网络摄像机/IPC/NVR）,深圳市微度数字技术有限公司,,大专,1-3年,4000-6000元/月,100-499人,,http://jobs.zhaopin.com/363582119250019.htm
硬件工程师,深圳市微度数字技术有限公司,,大专,1-3年,5000-8000元/月,100-499人,,http://jobs.zhaopin.com/363582119250012.htm
销售工程师-自动化设备部,北京大恒图像视觉有限公司,,大专,1-3年,4000-8000元/月,500-999人,,http://jobs.zhaopin.com/300647816250048.htm
Zynq 开发工程师,亚兴科技,,大专,3-5年,18000-25000元/月,20-99人,,http://jobs.zhaopin.com/475618829250101.htm
新媒体 采编 编辑,前海优茶电子商务(深圳)有限公司,,不限,,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/403350680250017.htm
PC软件开发工程师,深圳市正运动技术有限公司,,本科,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/583125329250034.htm
JobReqID:5982 系统研究工程师,深圳迈瑞生物医疗电子股份有限公司 ,,硕士,1-3年,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000577607257787.htm
RB-人工智能软件工程师,深圳光启高等理工研究院,,不限,3-5年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/217234823252161.htm
JobReqID:1922 临床应用专员（超声）,深圳迈瑞生物医疗电子股份有限公司 ,,本科,1-3年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000577607257386.htm
算法工程师,广东朗呈医疗器械科技有限公司,,本科,,20001-30000元/月,20-99人,,http://jobs.zhaopin.com/270766487250109.htm
JobReqID:2181 软件开发工程师,深圳迈瑞生物医疗电子股份有限公司 ,,本科,1-3年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000577607257453.htm
安卓/Android开发工程师,深圳市宝视达广告有限公司,,不限,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/152248819250088.htm
应用软件工程师,深圳市轴心自控技术有限公司,,本科,3-5年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/249400913250223.htm
销售工程师,北京睿智奥恒科技有限公司,,大专,,4000-8000元/月,20-99人,,http://jobs.zhaopin.com/191353628250140.htm
技术支持,北京睿智奥恒科技有限公司,,本科,,3000-5000元/月,20-99人,,http://jobs.zhaopin.com/191353628250137.htm
激光测距机项目经理,深圳市镭神智能系统有限公司,,本科,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/286299889250083.htm
机器视觉工程师,深圳市金泓溢科技有限公司,,大专,1-3年,6000-12000元/月,20-99人,,http://jobs.zhaopin.com/430542518250094.htm
高级硬件工程师,北京中科虹霸科技有限公司,,本科,,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/144043773250835.htm
视觉算法工程师,上海数迹智能科技有限公司,,本科,,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/450906484250027.htm
实习生（研发系统）,深圳市理邦精密仪器股份有限公司,,本科,,2000-4000元/月,1000-9999人,,http://jobs.zhaopin.com/120167001251025.htm
博士后研究人员,深圳市理邦精密仪器股份有限公司,,博士,,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/120167001250977.htm
美工文案,深圳市鑫成宗贸易有限公司,,大专,1-3年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/143790261250063.htm
嵌入式软件工程师,北京中科虹霸科技有限公司,,本科,,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/144043773250834.htm
平面设计师,深圳市大梅沙奥特莱斯购物村有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/344844617250018.htm
电子工程师,广州中科新知科技有限公司,,硕士,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/697218322250022.htm
平面设计专员,深圳易能电气技术股份有限公司,,大专,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/132916413250103.htm
商业修图师,深圳市世纪樱花实业有限公司,,不限,1-3年,8000-10000元/月,100-499人,,http://jobs.zhaopin.com/156727316250228.htm
多媒体开发工程师（智能互动类）,深圳市时空数码科技有限公司,,大专,,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/188641314250507.htm
机器学习工程师,深圳市行远科技发展有限公司,,本科,,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/633614123250015.htm
美工,深圳花旦传媒有限公司,,不限,1-3年,3000-6000元/月,20-99人,,http://jobs.zhaopin.com/337673987250036.htm
网页设计师,深圳市博爱投资管理有限公司,,不限,,6001-8000元/月,500-999人,,http://jobs.zhaopin.com/201667926250581.htm
市场策划专员,深圳市中建沃森空间设计工程有限公司,,大专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/544218729250332.htm
网站推广,深圳市宏金丽科技有限公司,,大专,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/350149217251219.htm
UI/UE设计师,深圳前海壹互联科技投资有限公司,,大专,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/256911888250089.htm
高速摄像机销售及支持工程师,约克科技公司,,本科,1-3年,8001-10000元/月,100-499人,,http://jobs.zhaopin.com/000110045250811.htm
行政专员,深圳市铁汉生态环境股份有限公司,,本科,1-3年,4001-6000元/月,1000-9999人,,http://jobs.zhaopin.com/200216929250885.htm
算法工程师,广东虚拟现实科技有限公司,,本科,1-3年,10000-15000元/月,20-99人,,http://jobs.zhaopin.com/265766032250110.htm
影视策划师,深圳市槟果文化传媒有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/564262523250044.htm
财务/销售助理,深圳市佳诚远洋贸易有限公司,,中专,,3000-4000元/月,20-99人,,http://jobs.zhaopin.com/428239411250007.htm
市场策划,深圳市微马体育基金会,,不限,,6001-8000元/月,20人,,http://jobs.zhaopin.com/442826787250002.htm
JobReqID:5982 系统研究工程师,深圳迈瑞生物医疗电子股份有限公司 ,,硕士,1-3年,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000577607257787.htm
机器视觉工程师,深圳市金泓溢科技有限公司,,大专,1-3年,6000-12000元/月,20-99人,,http://jobs.zhaopin.com/430542518250094.htm
算法工程师特助,创新工厂科技有限公司,,不限,,5000-7000元/月,100-499人,,http://jobs.zhaopin.com/649636625251278.htm
电气工程师,珠海市运泰利自动化设备有限公司,,本科,,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/467125229250447.htm
电气经理,珠海市运泰利自动化设备有限公司,,本科,10年,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/467125229250521.htm
高速摄像机销售及支持工程师,约克科技公司,,本科,1-3年,8001-10000元/月,100-499人,,http://jobs.zhaopin.com/000110045250811.htm
新媒体编辑,深圳发现良田网络科技有限公司,,大专,3-5年,7000-9000元/月,20-99人,,http://jobs.zhaopin.com/375002686250063.htm
行政专员,深圳市铁汉生态环境股份有限公司,,本科,1-3年,4001-6000元/月,1000-9999人,,http://jobs.zhaopin.com/200216929250885.htm
算法工程师,广东虚拟现实科技有限公司,,本科,1-3年,10000-15000元/月,20-99人,,http://jobs.zhaopin.com/265766032250110.htm
影视策划师,深圳市槟果文化传媒有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/564262523250044.htm
机器视觉高级工程师,深圳市博纳世英科技有限公司,,大专,5-10年,10001-15000元/月,20人,,http://jobs.zhaopin.com/305532237250017.htm
投标员,深圳市澳建装饰有限公司,,大专,3-5年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/320342480250007.htm
设计师,深圳市澳建装饰有限公司,,大专,3-5年,5000-7000元/月,20-99人,,http://jobs.zhaopin.com/320342480250011.htm
软件工程师,烟台艾德康生物科技有限公司,,本科,1-3年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/350281213251349.htm
激光测距机项目经理,深圳市镭神智能系统有限公司,,本科,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/286299889250083.htm
UI/UE设计师,深圳前海壹互联科技投资有限公司,,大专,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/256911888250089.htm
测试工程师（网络摄像机/IPC/NVR）,深圳市微度数字技术有限公司,,大专,1-3年,4000-6000元/月,100-499人,,http://jobs.zhaopin.com/363582119250019.htm
硬件工程师,深圳市微度数字技术有限公司,,大专,1-3年,5000-8000元/月,100-499人,,http://jobs.zhaopin.com/363582119250012.htm
平面设计师,深圳优汇天下品牌管理有限公司,,不限,,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/493596186250012.htm
销售工程师,北京睿智奥恒科技有限公司,,大专,,4000-8000元/月,20-99人,,http://jobs.zhaopin.com/191353628250140.htm
安卓/Android开发工程师,深圳市宝视达广告有限公司,,不限,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/152248819250088.htm
应用软件工程师,深圳市轴心自控技术有限公司,,本科,3-5年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/249400913250223.htm
技术支持,北京睿智奥恒科技有限公司,,本科,,3000-5000元/月,20-99人,,http://jobs.zhaopin.com/191353628250137.htm
专利工程师,大族激光科技产业集团股份有限公司 ,,本科,1-3年,6000-9000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553252129.htm
财务/销售助理,深圳市佳诚远洋贸易有限公司,,中专,,3000-4000元/月,20-99人,,http://jobs.zhaopin.com/428239411250007.htm
CCD视觉软件工程师,大族激光科技产业集团股份有限公司 ,,本科,,6001-8000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553251746.htm
视觉软件工程师,大族激光科技产业集团股份有限公司 ,,本科,1-3年,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553251700.htm
软件工程师,大族激光科技产业集团股份有限公司 ,,本科,,4001-6000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553251742.htm
平面设计/美工,深圳市源微创新实业有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/380638885250091.htm
网页设计,深圳市协众机电设备工程有限公司,,中专,1-3年,3500-4500元/月,20-99人,,http://jobs.zhaopin.com/329250316250061.htm
软件工程师SJ,大族激光科技产业集团股份有限公司 ,,本科,1-3年,8500-12000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553251885.htm
应用工程师（TI）,文晔集团—文晔领科(上海)投资有限公司,,本科,,8000-15000元/月,1000-9999人,,http://jobs.zhaopin.com/156195028250636.htm
平面设计,智立方数码科技有限公司,,不限,1年,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/687797323250147.htm
平面设计,深圳市智立方互动科技有限公司,,不限,,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/394322235250026.htm
高级室内设计师/室内设计师/展示空间设计,深圳市迪特格工业产品设计有限公司,,大专,1-3年,8000-12000元/月,20人,,http://jobs.zhaopin.com/146846154250242.htm
嵌入式工程师,深圳市品健电子有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/509183727250008.htm
市场策划专员,深圳市中建沃森空间设计工程有限公司,,大专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/544218729250332.htm
视觉算法工程师,上海数迹智能科技有限公司,,本科,,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/450906484250027.htm
平面设计师,深圳市大梅沙奥特莱斯购物村有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/344844617250018.htm
公共关系专员（Public Relationship Specialist）,新晔电子(深圳)有限公司,,本科,1-3年,6000-10000元/月,500-999人,,http://jobs.zhaopin.com/144106347250355.htm
商业修图师,深圳市世纪樱花实业有限公司,,不限,1-3年,8000-10000元/月,100-499人,,http://jobs.zhaopin.com/156727316250228.htm
光学设计高级工程师,华大基因,,本科,3-5年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/195931818258495.htm
IOS APP开发,深圳市旺龙智能科技有限公司,,本科,1-3年,8001-10000元/月,100-499人,,http://jobs.zhaopin.com/157158621250219.htm
Android（传感器) 写作（撰稿写手论文发表）（写手或客户）,桂林市文星文稿有限责任公司,,硕士,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/279603010251065.htm
FPGA工程师,深圳市杰思创科技有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/227597419250163.htm
网络推广,深圳市宝莱克科技有限公司,,大专,1-3年,4001-6000元/月,20人,,http://jobs.zhaopin.com/274016313250070.htm
超声硬件工程师,武汉中旗生物医疗电子有限公司,,本科,1-3年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/653000429250442.htm
高级算法工程师,上海锐陟企业管理咨询有限公司,,本科,1-3年,30001-50000元/月,20-99人,,http://jobs.zhaopin.com/422722637250310.htm
高级算法工程师,深圳市捷顺科技实业股份有限公司,,硕士,,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/120223985250258.htm
视频分析工程师,深圳市捷顺科技实业股份有限公司,,本科,3-5年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/120223985250068.htm
网络推广专员,深圳壹伍陆科技有限公司,,不限,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/343882386250026.htm
美术UI设计,深圳市闲来网络科技有限公司,,大专,1-3年,6000-12000元/月,20-99人,,http://jobs.zhaopin.com/490813181250009.htm
售后工程师主管,深圳黎明镒清图像技术有限公司,,大专,3-5年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/463078812250068.htm
销售总监,深圳黎明镒清图像技术有限公司,,本科,5-10年,10000-16000元/月,20-99人,,http://jobs.zhaopin.com/463078812250067.htm
机器视觉工程师,深圳市佳晨科技有限公司,,大专,1-3年,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/248679016250329.htm
系统工程师（光学/硬件/机械/软件/算法/气液路）,华大基因,,硕士,3-5年,12000-18000元/月,1000-9999人,,http://jobs.zhaopin.com/195931818258423.htm
FPGA工程师,深圳市注目视讯技术有限公司,,不限,1-3年,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/287033886250033.htm
AI评价优化专家,Michael Page,,本科,3-5年,,1000-9999人,,http://jobs.zhaopin.com/135078082342718.htm
嵌入式软件助理工程师,东莞市征旅汽车电子科技有限公司,,不限,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/301897486250120.htm
高级电气工程师  有非标自动化设计经验  8-15K,上海会坚商务咨询有限公司,,不限,,8000-15000元/月,20人,,http://jobs.zhaopin.com/291388085250835.htm
影像测试工程师,深圳市万佳安物联科技股份有限公司,,大专,1-3年,8001-10000元/月,500-999人,,http://jobs.zhaopin.com/140400079250279.htm
博士后科研人员,深圳安科高技术股份有限公司,,博士,,15000-20000元/月,100-499人,,http://jobs.zhaopin.com/000643860251238.htm
CT临床专家,深圳安科高技术股份有限公司,,不限,,25000-45000元/月,100-499人,,http://jobs.zhaopin.com/000643860251333.htm
VR软件工程师,深圳市虚拟现实技术有限公司,,硕士,,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/235754033250000.htm
camera系统工程师,维沃移动通信有限公司（vivo）,,不限,,20001-30000元/月,10000人,,http://jobs.zhaopin.com/609260223251178.htm
camera驱动工程师,维沃移动通信有限公司（vivo）,,本科,,20001-30000元/月,10000人,,http://jobs.zhaopin.com/609260223251179.htm
数字媒体专员(海外),维沃移动通信有限公司（vivo）,,本科,,8000-15000元/月,10000人,,http://jobs.zhaopin.com/609260223251504.htm
研发及技术事业群--windows软件工程师,中控智慧科技股份有限公司,,大专,1-3年,6000-11000元/月,1000-9999人,,http://jobs.zhaopin.com/164354115250876.htm
linux c软件工程师,深圳金三立视频科技股份有限公司,,本科,1-3年,10001-15000元/月,500-999人,,http://jobs.zhaopin.com/132329909250296.htm
C# .Net 软件开发工程师,深圳市飞尔卡思电子有限公司,,大专,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/145234233250199.htm
硬件工程师（摄像头）,深圳市豪恩科技集团股份有限公司,,本科,3-5年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/354764110250345.htm
高级视频处理专家,深圳市奥拓电子股份有限公司,,博士,,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/000316113250235.htm
平面设计,广东天鉴检测技术服务股份有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/145598454250286.htm
测试工程师,深圳市豪恩科技集团股份有限公司,,不限,,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/354764110250536.htm
嵌入式软件工程师,深圳市豪恩科技集团股份有限公司,,本科,3-5年,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/354764110250543.htm
web前端开发,深圳福能达空气与水科技发展有限公司,,本科,1-3年,6000-10000元/月,100-499人,,http://jobs.zhaopin.com/306009931250248.htm
算法工程师,深圳泰德激光科技有限公司,,本科,1-3年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/136285443250069.htm
实习生（研发）,深圳市理邦精密仪器股份有限公司,,本科,,2000-4000元/月,1000-9999人,,http://jobs.zhaopin.com/120167001251064.htm
游戏视频广告设计师,深圳市路通网络技术有限公司,,本科,,8000-15000元/月,500-999人,,http://jobs.zhaopin.com/146234887251375.htm
测试工程师,深圳泰德激光科技有限公司,,不限,,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/136285443250070.htm
嵌入式系统工程师,深圳市睿创科数码有限公司,,本科,1-3年,4500-9000元/月,20-99人,,http://jobs.zhaopin.com/266907411250049.htm
光学工程师,江苏昆山留学人员创业园管理处,,本科,3-5年,10000-20000元/月,20人,,http://jobs.zhaopin.com/236919089250676.htm
光学部经理,江苏昆山留学人员创业园管理处,,本科,5-10年,10000-20000元/月,20人,,http://jobs.zhaopin.com/236919089250675.htm
人工智能工程师,江苏昆山留学人员创业园管理处,,本科,5-10年,8000-15000元/月,20人,,http://jobs.zhaopin.com/236919089250684.htm
销售工程师（深圳时保晶电）,时捷电子科技（深圳）有限公司,,大专,,8001-10000元/月,500-999人,,http://jobs.zhaopin.com/159035917250191.htm
FPGA工程师,深圳市德富莱智能科技股份有限公司,,本科,3-5年,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/574880622250420.htm
技术支持工程师（视觉方面）,影像图(厦门)信息科技有限公司,,本科,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/466975981250035.htm
机器视觉销售工程师,北京优纳科技有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/134342678251283.htm
博士后,研祥智能科技股份有限公司,,博士,1-3年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000570605250463.htm
嵌入式软件工程师,深圳市捷顺科技实业股份有限公司,,本科,5-10年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/120223985250456.htm
高级软件工程师,珠海横琴鑫车友汽车配件有限公司,,本科,5-10年,15001-20000元/月,500-999人,,http://jobs.zhaopin.com/278043381250057.htm
遥感技术工程师,深圳市博安达信息技术股份有限公司,,硕士,1-3年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/146815489250801.htm
视频流媒体软件工程师,深圳市君和睿通科技股份有限公司,,本科,3-5年,16000-25000元/月,100-499人,,http://jobs.zhaopin.com/448315414250019.htm
Amazon业务员,深圳市摩士龙实业有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/263272813250308.htm
自动化软件经理,宁德新能源科技有限公司,,本科,5-10年,20000-35000元/月,1000-9999人,,http://jobs.zhaopin.com/231726619250715.htm
移动管理员,深圳市国富黄金股份有限公司,,大专,,4001-6000元/月,500-999人,,http://jobs.zhaopin.com/134168223251442.htm
机械设计,裕元科技(惠州)有限公司,,大专,,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/474576120250057.htm
美工,深圳市华鹏鑫商贸有限公司,,不限,,3500-5000元/月,100-499人,,http://jobs.zhaopin.com/420730211250029.htm
政府项目新媒体运营专员（央企）,中通信息服务有限公司,,不限,,6001-8000元/月,1000-9999人,,http://jobs.zhaopin.com/132860400251293.htm
游戏UI设计师,深圳市火星人互动娱乐有限公司,,不限,3-5年,6001-8000元/月,20人,,http://jobs.zhaopin.com/660819820250000.htm
Web前端开发工程师,深圳环宇国际旅行社有限公司龙岗分公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/488142682250011.htm
机器视觉工程师,深圳天地鼎视精密装备有限公司,,本科,1-3年,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/446767383250025.htm
软件售前设计工程师,深圳市星火电子工程公司,,不限,,10001-15000元/月,500-999人,,http://jobs.zhaopin.com/143298252250121.htm
算法工程师,深圳市比一比网络科技有限公司,,本科,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/572165726250029.htm
产品运营经理-智能硬件技术中心,中移物联网有限公司 ,,不限,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/545530129251227.htm
方案设计师,佛山坚美铝业有限公司,,不限,,7000-10000元/月,1000-9999人,,http://jobs.zhaopin.com/642569925250011.htm
销售助理,深圳市创科自动化控制技术有限公司,,本科,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/289348611250037.htm
OCR 开发工程师,深圳市悦保科技有限公司,,本科,1-3年,15000-30000元/月,20-99人,,http://jobs.zhaopin.com/485940131250002.htm
会议摄影（海事局）,深圳市深劳人力资源开发有限公司,,中专,,3500-5500元/月,10000人,,http://jobs.zhaopin.com/138804732255155.htm
